mapping(ms), replan(ms), sfc(ms), mpc(ms), df(ms), 
0, 0.001797, 1.7214, 2.85643, 0.001049, 
0, 0.001988, 1.55656, 2.61231, 0.000888, 
0.174604, 0.001092, 1.29886, 1.59421, 0.00066, 
0, 0.001085, 1.08281, 1.97084, 0.000657, 
0, 0.001537, 1.14302, 1.74233, 0.000944, 
0, 0.001535, 1.10283, 1.96459, 0.000729, 
0.097246, 0.001969, 1.16923, 1.96041, 0.001051, 
0, 0.002019, 1.16066, 1.94414, 0.000887, 
0, 0.002848, 2.10439, 3.37902, 0.002817, 
0, 0.004867, 1.36848, 1.86215, 0.001074, 
0, 0.001913, 1.11239, 1.92113, 0.000682, 
0.086555, 0.001273, 1.11463, 1.95765, 0.000803, 
0, 0.001487, 1.14806, 1.71083, 0.000704, 
0, 0.001124, 1.12408, 1.82722, 0.000686, 
0, 0.001357, 1.18312, 2.90177, 0.001101, 
0, 0.00243, 1.90954, 2.64102, 0.000805, 
0, 0.002549, 2.01861, 2.95512, 0.000762, 
0.192812, 0.001241, 1.26018, 2.26398, 0.000775, 
0, 0.001448, 1.25011, 2.09375, 0.000836, 
0, 0.00144, 1.2525, 1.95219, 0.000776, 
0, 0.001049, 1.27126, 2.05455, 0.000828, 
0, 0.002359, 1.24045, 2.0289, 0.000768, 
0.179185, 0.001471, 1.29145, 2.14631, 0.000873, 
0, 0.001135, 1.22659, 1.92887, 0.001052, 
0, 0.001834, 1.40189, 2.36382, 0.000845, 
0, 0.001478, 1.19982, 2.00453, 0.000767, 
0.026721, 0.001162, 1.28135, 1.98965, 0.000872, 
0, 0.001479, 1.09483, 1.79794, 0.000725, 
0, 0.001873, 1.20152, 1.92081, 0.000956, 
0, 0.002267, 1.13155, 1.82453, 0.00136, 
0, 0.001565, 1.20139, 2.04601, 0.000758, 
0, 0.002011, 1.67099, 3.5257, 0.001072, 
0.200857, 0.001947, 1.47649, 1.84053, 0.00085, 
0, 0.001619, 1.10894, 2.04386, 0.000649, 
0, 0.000973, 1.11594, 1.8491, 0.000623, 
0, 0.002619, 2.06704, 3.01681, 0.000692, 
0, 0.003272, 2.06456, 3.49763, 0.001271, 
0.24454, 0.002142, 1.85633, 1.93533, 0.000871, 
0, 0.001169, 1.17847, 1.8877, 0.000591, 
0, 0.002223, 1.93723, 1.92375, 0.000822, 
0, 0.001378, 1.21134, 1.89573, 0.000703, 
0.017721, 0.00105, 1.21771, 1.96403, 0.000801, 
0, 0.002777, 2.0874, 2.13364, 0.00071, 
0, 0.001483, 1.18807, 1.9721, 0.000852, 
0, 0.001829, 1.21474, 1.95486, 0.00062, 
0, 0.000993, 1.16808, 2.02063, 0.000836, 
0, 0.003031, 1.96752, 3.14277, 0.00112, 
0.166698, 0.001791, 2.00476, 3.27449, 0.001139, 
0, 0.002263, 1.93943, 2.98987, 0.001196, 
0, 0.002311, 1.91632, 3.41842, 0.001404, 
0, 0.003178, 2.09196, 3.45173, 0.001361, 
0, 0.002341, 1.25423, 1.96088, 0.000909, 
0.17914, 0.002765, 2.06433, 3.22947, 0.001153, 
0, 0.002616, 2.00706, 3.09566, 0.001581, 
0, 0.002468, 2.03421, 3.23894, 0.001208, 
0, 0.001534, 1.19235, 1.90464, 0.001192, 
0.084103, 0.002025, 1.8318, 1.95518, 0.000772, 
0, 0.001721, 1.25208, 1.91286, 0.000893, 
0, 0.00272, 2.0886, 1.98572, 0.000752, 
0, 0.002954, 1.99388, 3.38078, 0.000859, 
0.058204, 0.001225, 1.14212, 1.87348, 0.000808, 
0, 0.002037, 1.2103, 1.89337, 0.000737, 
0, 0.001521, 1.26926, 1.97696, 0.000822, 
0, 0.00138, 1.20152, 1.69821, 0.000844, 
0, 0.001546, 1.16452, 1.96141, 0.000763, 
0, 0.002108, 1.17506, 1.90471, 0.000679, 
0.119858, 0.000887, 1.1265, 1.84805, 0.00106, 
0, 0.001465, 1.13652, 1.8107, 0.00063, 
0, 0.002148, 1.27001, 1.94231, 0.00066, 
0, 0.002335, 1.93902, 1.78367, 0.000742, 
0.12324, 0.001739, 1.22738, 1.85833, 0.000841, 
0, 0.001334, 1.15893, 1.91731, 0.000554, 
0, 0.001482, 1.16373, 1.76892, 0.000834, 
0, 0.001525, 1.24183, 1.95233, 0.000584, 
0, 0.002022, 1.20389, 1.82552, 0.000897, 
0.043106, 0.001555, 1.17858, 1.92451, 0.000851, 
0, 0.002376, 1.94854, 1.82802, 0.000841, 
0, 0.001255, 1.14125, 1.83348, 0.00099, 
0, 0.001124, 1.16838, 1.90277, 0.000891, 
0, 0.002271, 1.96131, 2.66845, 0.000791, 
0.119267, 0.001225, 1.21241, 1.83124, 0.000668, 
0, 0.001272, 1.10309, 1.92545, 0.000986, 
0, 0.002183, 2.00283, 3.39788, 0.001265, 
0, 0.001909, 1.94694, 3.37645, 0.001193, 
0, 0.002783, 1.77267, 1.70489, 0.00092, 
0.118858, 0.001345, 1.20466, 1.9765, 0.000695, 
0, 0.001239, 1.17997, 1.8231, 0.001002, 
0, 0.00149, 1.22015, 1.83791, 0.000886, 
0, 0.001386, 1.17505, 1.88616, 0.000977, 
0, 0.001508, 1.39426, 1.97151, 0.000597, 
0.027673, 0.002707, 2.03815, 2.73021, 0.000827, 
0, 0.001761, 1.31828, 1.96832, 0.000575, 
0, 0.001427, 1.19571, 1.82152, 0.000754, 
0, 0.001775, 1.13578, 1.89466, 0.000698, 
0, 0.002307, 1.1748, 2.06843, 0.000763, 
0.121974, 0.001413, 1.31801, 2.13273, 0.000902, 
0, 0.001855, 1.25896, 2.04157, 0.000876, 
0, 0.002208, 1.18889, 1.90317, 0.00087, 
0, 0.001662, 1.1957, 1.84647, 0.000826, 
0, 0.001954, 1.25697, 1.80141, 0.000776, 
0, 0.001984, 1.34906, 1.86158, 0.001844, 
0.111801, 0.002016, 1.20493, 1.97141, 0.00079, 
0, 0.001757, 1.19431, 1.9251, 0.000651, 
0, 0.001429, 1.15666, 1.84753, 0.000631, 
0, 0.003189, 1.18688, 1.83865, 0.000975, 
0.047171, 0.002607, 1.21198, 1.95244, 0.001063, 
0, 0.001494, 1.16948, 2.02402, 0.001095, 
0, 0.001814, 1.28944, 2.04925, 0.000713, 
0, 0.002001, 1.30802, 1.98337, 0.001173, 
0.082143, 0.001771, 1.96903, 1.98851, 0.001071, 
0, 0.001791, 0.278952, 0.281509, 0.00176, 
0, 0.001294, 0.203716, 0.271463, 0.000718, 
0, 0.001316, 0.225592, 0.373457, 0.000667, 
0, 0.002007, 0.218663, 0.256134, 0.000628, 
0.057769, 0.001174, 0.205085, 0.280025, 0.001065, 
0, 0.000916, 0.21205, 0.266971, 0.000529, 
0, 0.001626, 0.197611, 0.261006, 0.000665, 
0, 0.001539, 0.232982, 0.257615, 0.000986, 
0.092627, 0.000877, 0.194267, 0.256079, 0.00065, 
0, 0.001377, 0.187653, 0.274176, 0.001013, 
0, 0.001109, 0.186347, 0.255139, 0.001011, 
0, 0.000873, 0.18217, 0.260964, 0.001176, 
0, 0.001311, 0.197542, 0.267685, 0.000632, 
0.020256, 0.001571, 0.247876, 0.262838, 0.000747, 
0, 0.000964, 0.184429, 0.264623, 0.00056, 
0, 0.001194, 0.188917, 0.265112, 0.0007, 
0, 0.001976, 0.297311, 0.427443, 0.001329, 
0, 0.001754, 0.303456, 0.425942, 0.001009, 
0, 0.002307, 0.307459, 0.432834, 0.001865, 
0.145146, 0.001658, 0.306826, 0.372013, 0.000843, 
0, 0.001435, 0.188314, 0.271521, 0.000671, 
0, 0.001248, 0.184256, 0.260363, 0.000973, 
0, 0.002684, 0.303131, 0.405171, 0.001176, 
0.151891, 0.001557, 0.20136, 0.332247, 0.000851, 
0, 0.001101, 0.185949, 0.249971, 0.00055, 
0, 0.001147, 0.208152, 0.268861, 0.000559, 
0, 0.0012, 0.19478, 0.272065, 0.000636, 
0, 0.001545, 0.279027, 0.259815, 0.000833, 
0, 0.002799, 0.242817, 0.254832, 0.000896, 
0.016133, 0.001069, 0.249131, 0.330386, 0.000847, 
0, 0.00126, 0.214165, 0.264922, 0.000702, 
0, 0.001126, 0.213476, 0.266736, 0.000847, 
0, 0.0014, 0.214194, 0.255433, 0.000602, 
0.087517, 0.001153, 0.229276, 0.320841, 0.001134, 
0, 0.001255, 0.227839, 0.311301, 0.001218, 
0, 0.001247, 0.224033, 0.274152, 0.000832, 
0, 0.001254, 0.211732, 0.264495, 0.000849, 
0, 0.001795, 0.21235, 0.266973, 0.000849, 
0, 0.0025, 0.353727, 0.444084, 0.001106, 
0.092823, 0.001339, 0.319526, 0.398562, 0.000935, 
0, 0.001507, 0.202128, 0.261535, 0.000604, 
0, 0.001295, 0.221924, 0.261904, 0.00066, 
0, 0.001256, 0.207834, 0.267891, 0.000587, 
0.05266, 0.001225, 0.21462, 0.290623, 0.000959, 
0, 0.00121, 0.211967, 0.235792, 0.000698, 
0, 0.003858, 0.368164, 0.446457, 0.001155, 
0, 0.001444, 0.227913, 0.251627, 0.000789, 
0, 0.001848, 0.251738, 0.256309, 0.000721, 
0.056639, 0.001182, 0.274991, 0.289803, 0.001017, 
0, 0.001716, 0.224609, 0.272196, 0.001244, 
0, 0.001282, 0.232317, 0.276596, 0.000718, 
0, 0.001434, 0.231203, 0.268321, 0.000597, 
0, 0.001278, 0.230745, 0.269255, 0.000906, 
0, 0.00207, 0.336484, 0.408594, 0.001095, 
0.077132, 0.000882, 0.227139, 0.277299, 0.000693, 
0, 0.001207, 0.341181, 0.398572, 0.001347, 
0, 0.001313, 0.329014, 0.38737, 0.000795, 
0, 0.0015, 0.331627, 0.387217, 0.000799, 
0, 0.001832, 0.372747, 0.406443, 0.001334, 
0.107703, 0.001861, 0.362559, 0.397435, 0.001507, 
0, 0.001157, 0.357916, 0.387253, 0.000812, 
0, 0.001126, 0.354667, 0.387173, 0.000687, 
0, 0.001391, 0.359123, 0.39219, 0.000752, 
0.012375, 0.001308, 0.367233, 0.402839, 0.001805, 
0, 0.001696, 0.230059, 0.269999, 0.000592, 
0, 0.001871, 0.362293, 0.391402, 0.00101, 
0, 0.001735, 0.357042, 0.382382, 0.001705, 
0, 0.002199, 0.415585, 0.436241, 0.001411, 
0, 0.002548, 0.466277, 0.438077, 0.001236, 
0.117139, 0.00175, 0.469368, 0.410122, 0.001143, 
0, 0.001994, 0.268776, 0.267094, 0.000755, 
0, 0.001081, 0.249087, 0.262103, 0.000623, 
0, 0.001788, 0.262739, 0.254748, 0.000798, 
0, 0.001469, 0.304533, 0.267392, 0.000718, 
0.071578, 0.001342, 0.272335, 0.24993, 0.00051, 
0, 0.001189, 0.261418, 0.26815, 0.00076, 
0, 0.001137, 0.254969, 0.253234, 0.000582, 
0, 0.001594, 0.259514, 0.264574, 0.000669, 
0.01029, 0.001612, 0.404238, 0.372511, 0.000982, 
0, 0.001408, 0.276891, 0.251056, 0.000577, 
0, 0.001092, 0.27341, 0.256059, 0.000559, 
0, 0.002032, 0.275232, 0.267055, 0.000593, 
0, 0.001351, 0.273216, 0.262987, 0.000765, 
0.088691, 0.001063, 0.268824, 0.266155, 0.000829, 
0, 0.001347, 0.274891, 0.275595, 0.000708, 
0, 0.001, 0.285518, 0.259286, 0.000835, 
0, 0.001445, 0.304337, 0.275905, 0.000739, 
0, 0.001391, 0.295203, 0.283633, 0.00099, 
0, 0.00204, 0.545546, 0.386718, 0.001124, 
0.108432, 0.001193, 0.303847, 0.260473, 0.000765, 
0, 0.001124, 0.287811, 0.266474, 0.000763, 
0, 0.002741, 0.307212, 0.361747, 0.000737, 
0.033231, 0.000939, 0.31108, 0.270085, 0.002053, 
0, 0.00251, 0.533189, 0.489682, 0.001823, 
0, 0.001608, 0.368343, 0.267746, 0.000674, 
0, 0.001312, 0.289069, 0.242277, 0.000715, 
0, 0.001781, 0.324182, 0.276848, 0.000777, 
0, 0.001593, 0.476952, 0.403555, 0.001083, 
0.038959, 0.001034, 0.30933, 0.271101, 0.000747, 
0, 0.001576, 0.335036, 0.260252, 0.000823, 
0, 0.001353, 0.335374, 0.264484, 0.000948, 
0, 0.001663, 0.569656, 0.249138, 0.00079, 
0, 0.002187, 0.61108, 0.444513, 0.001241, 
0, 0.002196, 0.644751, 0.434856, 0.001038, 
0.15663, 0.0011, 0.313873, 0.269157, 0.002349, 
0, 0.002603, 0.33097, 0.284719, 0.000637, 
0, 0.00258, 0.624089, 0.423763, 0.001446, 
0, 0.001317, 0.322906, 0.285189, 0.000769, 
0.053119, 0.001329, 0.337498, 0.255879, 0.000635, 
0, 0.001073, 0.361027, 0.262332, 0.000632, 
0, 0.001451, 0.342552, 0.276776, 0.000686, 
0, 0.001773, 0.383273, 0.277364, 0.000724, 
0, 0.00198, 0.405795, 0.273956, 0.000624, 
0.011252, 0.001972, 0.442411, 0.276299, 0.000742, 
0, 0.00106, 0.385219, 0.269318, 0.000494, 
0, 0.002155, 0.674911, 0.426893, 0.000783, 
0, 0.001462, 0.386401, 0.263588, 0.000754, 
0, 0.002139, 0.670572, 0.429761, 0.001083, 
0.145437, 0.001732, 0.70904, 0.271854, 0.001294, 
0, 0.002038, 0.704175, 0.409827, 0.000962, 
0, 0.002997, 0.449449, 0.259998, 0.000759, 
0, 0.003393, 0.449841, 0.261451, 0.000658, 
0, 0.001907, 0.703217, 0.402249, 0.001116, 
0.115054, 0.002064, 0.760209, 0.411812, 0.00116, 
0, 0.002551, 0.727872, 0.435111, 0.00119, 
0, 0.001623, 0.50646, 0.266292, 0.001039, 
0, 0.002733, 0.74706, 0.429613, 0.001151, 
0, 0.002007, 0.435604, 0.272195, 0.000937, 
0, 0.002806, 0.719838, 0.41504, 0.001157, 
0, 0.002109, 0.585275, 0.319695, 0.00135, 
0, 0.00268, 0.73501, 0.410308, 0.001254, 
0, 0.002736, 0.694887, 0.393127, 0.001331, 
0, 0.002511, 0.690052, 0.392825, 0.001151, 
0.028555, 0.00224, 0.716595, 0.412792, 0.003056, 
0, 0.001836, 0.726243, 0.387595, 0.001538, 
0, 0.003495, 0.458177, 0.269023, 0.001157, 
0, 0.001477, 0.419342, 0.257155, 0.000876, 
0, 0.002128, 0.433236, 0.258573, 0.000724, 
0.157791, 0.002062, 0.708811, 0.405253, 0.001275, 
0, 0.00178, 0.70577, 0.3742, 0.000895, 
0.004191, 0.001701, 0.717959, 0.428501, 0.001358, 
0, 0.003086, 0.720255, 0.417201, 0.001424, 
0, 0.002077, 0.725247, 0.40171, 0.001103, 
0, 0.001654, 0.693163, 0.598774, 0.001471, 
0, 0.002256, 0.477255, 0.282566, 0.002128, 
0, 0.00367, 0.612511, 0.404604, 0.001289, 
0, 0.002633, 0.452137, 0.300949, 0.000864, 
0, 0.002398, 0.523342, 0.271904, 0.000577, 
0, 0.001879, 0.400955, 0.27347, 0.000829, 
0, 0.001672, 0.433536, 0.288017, 0.001025, 
0, 0.002487, 0.706081, 0.437996, 0.001112, 
0, 0.002311, 0.63061, 0.257055, 0.000977, 
0.107796, 0.002643, 0.44165, 0.286399, 0.000794, 
0, 0.001419, 0.422004, 0.275595, 0.000645, 
0.028781, 0.000989, 0.404779, 0.26569, 0.000781, 
0, 0.001238, 0.425574, 0.27697, 0.000838, 
0, 0.001901, 0.476464, 0.310106, 0.000659, 
0, 0.001587, 0.437805, 0.278114, 0.000893, 
0, 0.00138, 0.422412, 0.264273, 0.00071, 
0, 0.001874, 0.415737, 0.268273, 0.001031, 
0, 0.001632, 0.471471, 0.260292, 0.000708, 
0, 0.001672, 0.431541, 0.272971, 0.001398, 
0, 0.001708, 0.400926, 0.264919, 0.000742, 
0, 0.002412, 0.483623, 0.284004, 0.000919, 
0, 0.00179, 0.758285, 0.851772, 0.000892, 
0, 0.001786, 0.760421, 0.896118, 0.001361, 
0, 0.00175, 0.886068, 1.06224, 0.00111, 
0.14815, 0.001751, 1.08612, 1.00933, 0.000957, 
0, 0.001541, 0.77208, 0.86297, 0.000882, 
0.06828, 0.001059, 0.499886, 0.259492, 0.001407, 
0, 0.002362, 0.871985, 0.445904, 0.001613, 
0, 0.00251, 0.856609, 0.418521, 0.001353, 
0, 0.001495, 0.505069, 0.25787, 0.000949, 
0, 0.001705, 0.530205, 0.271037, 0.001114, 
0, 0.001329, 0.512336, 0.262307, 0.000687, 
0, 0.002568, 0.860121, 0.407878, 0.00112, 
0, 0.002993, 0.845133, 0.398751, 0.001028, 
0, 0.002561, 0.856402, 0.436679, 0.001227, 
0, 0.002321, 0.485438, 0.251314, 0.00076, 
0, 0.001106, 0.490399, 0.261553, 0.000602, 
0, 0.001856, 0.523854, 0.27584, 0.000805, 
0, 0.001959, 0.488751, 0.26289, 0.000998, 
0, 0.001986, 0.491124, 0.268828, 0.000685, 
0, 0.001643, 0.503005, 0.254683, 0.001014, 
0, 0.001249, 0.500987, 0.254194, 0.000636, 
0, 0.001488, 0.482202, 0.263897, 0.000676, 
0.041194, 0.00273, 0.5828, 0.493179, 0.002917, 
0, 0.001965, 0.491676, 0.26336, 0.001053, 
0, 0.001412, 0.492389, 0.264584, 0.000714, 
0, 0.001354, 1.15539, 2.73677, 0.00166, 
0, 0.002242, 1.96138, 2.55043, 0.000717, 
0, 0.001782, 1.12306, 1.6693, 0.001168, 
0, 0.00172, 1.2079, 2.1491, 0.001468, 
0, 0.002675, 1.33153, 2.19698, 0.000979, 
0, 0.001669, 1.20033, 1.9941, 0.001248, 
0, 0.001428, 1.1276, 1.75388, 0.000756, 
0, 0.00193, 1.19299, 2.09691, 0.000831, 
0, 0.001562, 1.22795, 2.04143, 0.00121, 
0, 0.001968, 1.09881, 1.68256, 0.000713, 
0, 0.001598, 1.08536, 1.52942, 0.000752, 
0.010299, 0.001213, 1.03894, 1.50465, 0.001059, 
0, 0.00118, 1.06034, 1.68876, 0.000797, 
0, 0.00137, 1.16047, 1.85446, 0.000762, 
0, 0.001686, 1.04349, 1.49324, 0.001154, 
0, 0.002101, 1.10042, 1.75457, 0.001339, 
0, 0.002104, 1.05749, 1.47106, 0.00072, 
0, 0.001413, 1.18201, 1.82456, 0.000672, 
0, 0.001625, 1.11934, 1.71901, 0.000774, 
0, 0.00194, 1.15582, 1.86382, 0.00192, 
0, 0.001591, 1.18281, 1.95053, 0.000857, 
0, 0.004696, 1.43381, 1.61726, 0.000701, 
0, 0.001586, 1.17518, 1.7102, 0.000956, 
0, 0.001599, 1.20218, 1.91704, 0.00067, 
0, 0.00199, 1.178, 1.91614, 0.000961, 
0, 0.001558, 1.11215, 1.5983, 0.001239, 
0.003734, 0.001319, 1.06338, 1.91199, 0.00084, 
0, 0.001744, 1.14133, 1.94922, 0.000908, 
0.01245, 0.001403, 1.11845, 1.91106, 0.001027, 
0, 0.001675, 1.07988, 1.81916, 0.00082, 
0, 0.001395, 1.12264, 2.00983, 0.001511, 
0, 0.001857, 1.17824, 1.93273, 0.000716, 
0, 0.001807, 1.77708, 3.23107, 0.000912, 
0, 0.001658, 1.09788, 1.83604, 0.00067, 
0, 0.001914, 1.18287, 1.91905, 0.000913, 
0, 0.001819, 1.12323, 1.8071, 0.000952, 
0, 0.002199, 1.73681, 3.54583, 0.001069, 
0, 0.002297, 1.64083, 1.89496, 0.00145, 
0, 0.001562, 1.08619, 1.68515, 0.000972, 
0, 0.001853, 1.20775, 1.8155, 0.000834, 
0, 0.001496, 1.14662, 1.76235, 0.000675, 
0, 0.002379, 1.2127, 1.97624, 0.001034, 
0, 0.001544, 1.13659, 1.86325, 0.000543, 
0, 0.002192, 1.96546, 2.72277, 0.001119, 
0.003092, 0.001319, 1.15752, 1.78835, 0.001614, 
0, 0.001671, 1.23531, 1.99743, 0.000618, 
0, 0.001574, 1.13688, 2.04015, 0.000875, 
0, 0.001467, 1.13273, 1.58315, 0.000732, 
0, 0.001413, 1.14522, 1.87117, 0.00095, 
0, 0.002272, 1.98063, 2.92556, 0.001196, 
0, 0.002295, 1.27982, 2.04296, 0.000975, 
0, 0.001133, 1.20568, 1.97022, 0.000723, 
0, 0.002646, 1.19835, 1.71949, 0.000851, 
0, 0.001811, 1.30721, 1.8445, 0.001218, 
0, 0.00301, 2.10827, 3.15684, 0.001103, 
0, 0.002857, 2.07599, 2.73803, 0.000805, 
0, 0.00138, 1.17368, 1.86135, 0.000721, 
0, 0.001565, 1.17476, 1.91245, 0.000763, 
0.00269, 0.002141, 1.18257, 1.9646, 0.000747, 
0, 0.001701, 1.12904, 1.8435, 0.000739, 
0, 0.002147, 2.01382, 3.41456, 0.001281, 
0, 0.002128, 1.17948, 1.96267, 0.000848, 
0, 0.001971, 1.20855, 1.9443, 0.000594, 
0, 0.001744, 1.22035, 2.00996, 0.000724, 
0, 0.002319, 1.15328, 1.89831, 0.000663, 
0, 0.002483, 1.9505, 2.81365, 0.000785, 
0, 0.002456, 1.1694, 2.03058, 0.000747, 
0, 0.001898, 1.16955, 1.66909, 0.000668, 
0, 0.002886, 1.18924, 2.0477, 0.00072, 
0, 0.002751, 1.26345, 1.90912, 0.000475, 
0, 0.00227, 1.95271, 2.60948, 0.000629, 
0, 0.001619, 1.1422, 2.02675, 0.000944, 
0, 0.002608, 1.89057, 3.28619, 0.001037, 
0.003989, 0.002811, 1.55849, 1.79289, 0.000772, 
0, 0.002101, 1.21021, 1.96154, 0.000832, 
0, 0.002417, 1.81098, 2.83971, 0.000961, 
0.003037, 0.001965, 1.64244, 2.58783, 0.001037, 
0, 0.001632, 1.67218, 2.58043, 0.000553, 
0, 0.001645, 1.17676, 1.7125, 0.000691, 
0, 0.001887, 1.18328, 1.78679, 0.00098, 
0, 0.001498, 1.19228, 1.82399, 0.000631, 
0, 0.002162, 1.16334, 1.79025, 0.001119, 
0, 0.001281, 1.08735, 1.53913, 0.000469, 
0, 0.002019, 1.16461, 1.92451, 0.000725, 
0, 0.001816, 1.11974, 1.71306, 0.001007, 
0, 0.001914, 1.09553, 1.74214, 0.000905, 
0, 0.001773, 1.10185, 1.54022, 0.001291, 
0, 0.003147, 1.80453, 1.66369, 0.000787, 
0, 0.002011, 1.13372, 1.69771, 0.000668, 
0, 0.002281, 1.14035, 1.70873, 0.000835, 
0, 0.001645, 1.12633, 1.72697, 0.000877, 
0, 0.002344, 1.13356, 1.74804, 0.000761, 
0.002363, 0.002269, 1.12515, 1.78392, 0.000753, 
0, 0.002021, 1.14951, 1.74987, 0.000868, 
0, 0.0019, 1.09201, 1.69201, 0.000639, 
0, 0.001453, 1.08436, 1.67711, 0.000586, 
0, 0.001627, 1.10222, 1.68626, 0.000671, 
0, 0.001502, 1.1018, 1.69903, 0.001081, 
0, 0.002571, 1.16852, 1.8455, 0.002608, 
0, 0.001975, 1.09794, 1.7853, 0.001166, 
0, 0.00264, 1.12256, 1.71855, 0.000713, 
0, 0.003479, 1.26837, 1.7075, 0.001127, 
0, 0.002345, 1.09802, 1.52749, 0.000667, 
0, 0.001746, 1.08459, 1.61343, 0.001006, 
0, 0.001837, 1.09826, 1.66537, 0.001007, 
0, 0.002038, 1.0987, 1.61359, 0.000599, 
0.00218, 0.001957, 1.21473, 1.84268, 0.000862, 
0, 0.003367, 2.05199, 2.28052, 0.000789, 
0, 0.001996, 1.22584, 1.85735, 0.000714, 
0, 0.001447, 1.19956, 2.00112, 0.000729, 
0, 0.001446, 1.16657, 1.94116, 0.000544, 
0, 0.00213, 1.15138, 1.85736, 0.00059, 
0, 0.001929, 1.14521, 1.84475, 0.000575, 
0, 0.003863, 2.02844, 3.3276, 0.001409, 
0, 0.002009, 1.19737, 1.98468, 0.000808, 
0, 0.002551, 1.96366, 3.17047, 0.001092, 
0, 0.002094, 1.18783, 1.90347, 0.000797, 
0, 0.003573, 2.01269, 1.97055, 0.000737, 
0, 0.002041, 1.18223, 1.84756, 0.000673, 
0, 0.001576, 1.18257, 1.99893, 0.001079, 
0, 0.00271, 1.19403, 1.84134, 0.000891, 
0, 0.00541, 1.17004, 1.7853, 0.000664, 
0.006726, 0.002016, 1.12662, 1.77207, 0.000701, 
0, 0.00233, 1.15149, 1.75913, 0.000796, 
0, 0.002746, 1.90772, 3.01751, 0.001213, 
0, 0.002648, 1.87719, 2.02194, 0.001195, 
0, 0.002979, 1.23451, 1.83983, 0.000672, 
0, 0.003587, 1.61354, 1.8033, 0.001088, 
0, 0.001522, 1.03239, 1.76163, 0.000713, 
0, 0.001979, 1.18776, 1.63153, 0.000835, 
0, 0.001942, 1.18828, 1.99978, 0.00142, 
0, 0.002316, 1.14072, 1.78394, 0.000788, 
0, 0.003172, 2.00426, 3.45803, 0.001295, 
0, 0.002821, 1.46797, 2.83146, 0.001243, 
0, 0.002442, 1.11067, 1.75948, 0.00085, 
0, 0.003821, 1.89455, 1.93192, 0.000645, 
0, 0.001762, 1.16745, 1.75285, 0.001234, 
0, 0.002539, 1.21723, 1.99734, 0.000931, 
0, 0.003816, 1.91543, 2.67602, 0.000602, 
0, 0.001998, 1.14608, 1.73533, 0.000886, 
0, 0.003586, 1.9272, 3.08137, 0.001493, 
0, 0.003182, 1.85302, 3.09886, 0.001265, 
0, 0.002321, 1.14045, 1.74753, 0.000712, 
0, 0.002129, 1.16317, 1.74786, 0.000593, 
0, 0.001974, 1.09197, 1.71465, 0.001095, 
0, 0.00278, 1.15473, 1.81517, 0.000853, 
0, 0.002847, 1.19262, 1.86952, 0.000886, 
0, 0.002592, 1.22161, 1.81982, 0.001975, 
0, 0.002967, 1.18152, 1.7311, 0.001063, 
0, 0.003505, 1.20636, 1.76797, 0.000751, 
0, 0.0026, 1.19191, 1.75548, 0.000622, 
0, 0.002974, 1.17512, 1.76161, 0.000725, 
0, 0.001915, 1.15458, 1.75715, 0.000845, 
0, 0.001984, 1.15926, 1.78797, 0.000833, 
0, 0.002104, 1.87282, 2.93582, 0.000877, 
0, 0.0038, 1.99273, 3.41725, 0.001148, 
0, 0.002328, 1.21571, 1.91764, 0.001059, 
0, 0.003696, 2.00727, 3.40626, 0.001053, 
0, 0.003935, 1.53133, 1.96127, 0.000887, 
0, 0.002473, 1.15485, 1.94281, 0.000986, 
0, 0.003445, 1.21307, 1.86427, 0.000666, 
0, 0.002227, 1.16863, 2.00308, 0.001019, 
0, 0.00286, 1.1986, 1.89322, 0.000875, 
0, 0.002574, 1.17098, 1.89336, 0.00096, 
0, 0.003901, 1.98408, 3.39885, 0.001295, 
0, 0.002394, 1.21014, 1.95296, 0.000684, 
0, 0.001828, 1.1459, 1.84269, 0.00112, 
0, 0.002518, 1.15122, 1.89501, 0.000707, 
0, 0.001665, 1.19089, 1.93341, 0.000843, 
0, 0.003009, 1.1981, 1.94812, 0.000888, 
0, 0.002608, 1.20215, 2.00068, 0.000713, 
0, 0.001903, 1.16097, 1.92546, 0.000641, 
0, 0.002459, 1.17723, 1.85124, 0.000668, 
0, 0.001933, 1.16821, 1.94654, 0.000869, 
0, 0.002245, 1.19099, 1.91663, 0.001079, 
0, 0.003129, 1.73059, 2.11083, 0.001197, 
0, 0.002982, 1.14925, 1.89152, 0.000651, 
0, 0.002333, 1.29127, 2.15207, 0.000626, 
0, 0.002187, 1.15954, 2.08514, 0.000715, 
0, 0.002873, 1.8354, 2.89638, 0.000841, 
0, 0.004496, 1.54436, 1.88694, 0.000766, 
0, 0.0015, 1.17419, 1.90128, 0.000852, 
0, 0.002544, 1.16407, 1.88587, 0.000733, 
0, 0.00271, 1.18081, 1.93969, 0.000737, 
0, 0.004138, 2.02828, 3.40304, 0.001444, 
0, 0.003244, 1.88462, 2.77035, 0.000778, 
0, 0.002323, 1.14715, 1.90563, 0.00055, 
0, 0.002756, 1.1445, 1.91841, 0.000719, 
0, 0.001875, 1.16783, 1.8851, 0.000659, 
0, 0.003358, 1.21286, 1.95015, 0.001129, 
0, 0.002398, 1.19678, 1.90863, 0.001041, 
0, 0.002116, 1.16772, 1.90459, 0.000739, 
